Order ID,Consumer Type,Category,Sub Category,Amount,Quantity,Profit,Payment mode
KL-2021-5617370,Corporate,Technology,Machines,724,4,-447,EMI
KL-2021-5617371,Corporate,Office Supplies,Envelopes,44,3,7,EMI
KL-2021-5617372,Corporate,Office Supplies,Storage,168,3,-9,COD
KL-2021-5617373,Corporate,Technology,Accessories,114,3,8,Credit card
KL-2021-5617374,Corporate,Technology,Copiers,"1,300",8,-16,UPI
KL-2021-5617375,Home Office,Office Supplies,Envelopes,55,2,18,Credit card
KL-2021-5617376,Consumer,Office Supplies,Art,95,5,38,Credit card
KL-2021-5617377,Home Office,Office Supplies,Storage,113,10,11,Credit card
KL-2021-5617378,Consumer,Furniture,Chairs,471,5,226,Credit card
KL-2021-5617379,Consumer,Office Supplies,Binders,18,3,6,UPI
KL-2021-5617380,Consumer,Office Supplies,Fasteners,17,2,7,UPI
KL-2021-5617381,Consumer,Technology,Accessories,83,2,33,COD
KL-2021-5617382,Consumer,Office Supplies,Supplies,129,5,-75,EMI
KL-2021-5617383,Consumer,Technology,Phones,637,8,212,EMI
KL-2021-5617384,Consumer,Furniture,Chairs,134,2,42,COD
KL-2021-5617385,Consumer,Furniture,Furnishings,51,2,7,Credit card
KL-2021-5617386,Consumer,Furniture,Chairs,224,3,-143,UPI
KL-2021-5617387,Consumer,Technology,Phones,529,3,137,Credit card
KL-2021-5617388,Consumer,Technology,Machines,269,2,-86,Credit card
KL-2021-5617389,Corporate,Office Supplies,Art,234,5,110,Credit card
KL-2021-5617390,Corporate,Technology,Phones,672,4,87,Credit card
KL-2021-5617391,Corporate,Technology,Machines,918,9,22,UPI
KL-2021-5617392,Corporate,Office Supplies,Art,94,5,24,UPI
KL-2021-5617393,Corporate,Office Supplies,Envelopes,65,4,28,COD
KL-2021-5617394,Home Office,Office Supplies,Art,38,2,9,EMI
KL-2021-5617395,Consumer,Office Supplies,Storage,145,3,0,EMI
KL-2021-5617396,Corporate,Office Supplies,Art,47,2,-3,COD
KL-2021-5617397,Consumer,Technology,Copiers,332,3,-503,Credit card
KL-2021-5617398,Corporate,Office Supplies,Labels,5,1,1,UPI
KL-2021-5617399,Consumer,Office Supplies,Appliances,"1,700",3,85,Credit card
KL-2021-5617400,Consumer,Technology,Accessories,154,4,26,Credit card
KL-2021-5617401,Consumer,Technology,Accessories,455,8,77,Credit card
KL-2021-5617402,Consumer,Technology,Copiers,757,2,371,Credit card
KL-2021-5617403,Corporate,Office Supplies,Fasteners,57,4,21,UPI
KL-2021-5617404,Consumer,Office Supplies,Binders,93,2,-1,UPI
KL-2021-5617405,Consumer,Office Supplies,Fasteners,52,5,18,COD
KL-2021-5617406,Corporate,Office Supplies,Envelopes,32,2,2,EMI
KL-2021-5617407,Corporate,Office Supplies,Paper,34,2,10,EMI
KL-2021-5617408,Corporate,Office Supplies,Storage,81,3,19,COD
KL-2021-5617409,Corporate,Office Supplies,Storage,184,3,57,Credit card
KL-2021-5617410,Corporate,Office Supplies,Storage,271,5,57,UPI
KL-2021-5617411,Corporate,Office Supplies,Supplies,57,3,5,Credit card
KL-2021-5617412,Consumer,Office Supplies,Art,44,3,10,Credit card
KL-2021-5617413,Consumer,Office Supplies,Paper,59,2,5,Credit card
KL-2021-5617414,Consumer,Office Supplies,Fasteners,42,3,8,Credit card
KL-2021-5617415,Consumer,Office Supplies,Storage,110,5,-12,UPI
KL-2021-5617416,Consumer,Technology,Machines,332,7,113,UPI
KL-2021-5617417,Consumer,Office Supplies,Labels,11,1,5,COD
KL-2021-5617418,Consumer,Technology,Accessories,221,4,35,EMI
KL-2021-5617419,Consumer,Office Supplies,Binders,64,5,27,EMI
KL-2021-5617420,Corporate,Office Supplies,Supplies,125,3,15,COD
KL-2021-5617421,Consumer,Office Supplies,Binders,39,3,3,Credit card
KL-2021-5617422,Consumer,Office Supplies,Binders,85,3,25,UPI
KL-2021-5617423,Corporate,Technology,Machines,109,1,29,Credit card
KL-2021-5617424,Corporate,Office Supplies,Appliances,164,2,57,Credit card
KL-2021-5617425,Corporate,Office Supplies,Binders,38,5,17,Credit card
KL-2021-5617426,Consumer,Office Supplies,Art,155,3,5,Credit card
KL-2021-5617427,Corporate,Technology,Copiers,"1,060",4,360,UPI
KL-2021-5617428,Corporate,Technology,Phones,265,2,13,UPI
KL-2021-5617429,Consumer,Office Supplies,Appliances,81,3,-44,COD
KL-2021-5617430,Consumer,Office Supplies,Art,273,6,8,EMI
KL-2021-5617431,Consumer,Technology,Phones,657,9,-66,EMI
KL-2021-5617432,Consumer,Office Supplies,Art,355,7,114,COD
KL-2021-5617433,Consumer,Office Supplies,Envelopes,61,3,11,Credit card
KL-2021-5617434,Consumer,Office Supplies,Storage,149,3,15,UPI
KL-2021-5617435,Consumer,Technology,Accessories,688,6,103,Credit card
KL-2021-5617436,Home Office,Office Supplies,Binders,348,7,97,Credit card
KL-2021-5617437,Home Office,Office Supplies,Paper,146,7,22,Credit card
KL-2021-5617438,Consumer,Office Supplies,Art,110,5,20,Credit card
KL-2021-5617439,Consumer,Office Supplies,Envelopes,156,6,62,UPI
KL-2021-5617440,Consumer,Technology,Phones,529,3,137,UPI
KL-2021-5617441,Corporate,Technology,Machines,263,9,-31,COD
KL-2021-5617442,Corporate,Office Supplies,Art,44,3,-40,EMI
KL-2021-5617443,Corporate,Office Supplies,Art,50,2,-17,EMI
KL-2021-5617444,Corporate,Office Supplies,Art,13,1,-2,COD
KL-2021-5617445,Corporate,Technology,Machines,241,4,-77,Credit card
KL-2021-5617446,Corporate,Office Supplies,Labels,40,4,13,UPI
KL-2021-5617447,Corporate,Office Supplies,Paper,27,2,6,Credit card
KL-2021-5617448,Consumer,Office Supplies,Appliances,"1,078",2,323,Credit card
KL-2021-5617449,Consumer,Technology,Copiers,385,3,50,Credit card
KL-2021-5617450,Home Office,Office Supplies,Supplies,54,4,12,Credit card
KL-2021-5617451,Consumer,Office Supplies,Paper,18,1,6,UPI
KL-2021-5617452,Consumer,Office Supplies,Art,101,2,32,UPI
KL-2021-5617453,Consumer,Technology,Copiers,360,1,148,COD
KL-2021-5617454,Consumer,Office Supplies,Labels,27,3,4,EMI
KL-2021-5617455,Consumer,Office Supplies,Storage,98,2,-5,EMI
KL-2021-5617456,Consumer,Furniture,Chairs,239,5,-162,COD
KL-2021-5617457,Consumer,Technology,Copiers,450,3,-90,Credit card
KL-2021-5617458,Consumer,Furniture,Chairs,548,3,153,UPI
KL-2021-5617459,Consumer,Furniture,Furnishings,211,8,57,Credit card
KL-2021-5617460,Consumer,Furniture,Chairs,41,1,-6,Credit card
KL-2021-5617461,Consumer,Furniture,Furnishings,216,6,-38,Credit card
KL-2021-5617462,Consumer,Furniture,Furnishings,616,7,-69,Credit card
KL-2021-5617463,Consumer,Office Supplies,Fasteners,10,1,-1,UPI
KL-2021-5617464,Consumer,Office Supplies,Labels,25,4,0,UPI
KL-2021-5617465,Consumer,Office Supplies,Paper,53,4,-18,COD
KL-2021-5617466,Consumer,Office Supplies,Paper,13,1,-8,EMI
KL-2021-5617467,Home Office,Office Supplies,Storage,58,2,-8,EMI
KL-2021-5617468,Corporate,Office Supplies,Storage,245,2,30,COD
KL-2021-5617469,Corporate,Office Supplies,Appliances,685,7,7,Credit card
KL-2021-5617470,Corporate,Technology,Machines,850,5,289,UPI
KL-2021-5617471,Home Office,Office Supplies,Fasteners,57,5,6,Credit card
KL-2021-5617472,Home Office,Technology,Machines,200,4,7,Credit card
KL-2021-5617473,Consumer,Office Supplies,Storage,250,4,75,Credit card
KL-2021-5617474,Home Office,Office Supplies,Labels,41,5,6,Credit card
KL-2021-5617475,Home Office,Office Supplies,Storage,344,3,-34,UPI
KL-2021-5617476,Home Office,Technology,Copiers,"1,030",8,206,UPI
KL-2021-5617477,Consumer,Technology,Accessories,166,2,27,COD
KL-2021-5617478,Corporate,Technology,Copiers,856,6,385,EMI
KL-2021-5617479,Corporate,Technology,Machines,485,4,29,EMI
KL-2021-5617480,Corporate,Office Supplies,Art,67,6,-67,COD
KL-2021-5617481,Consumer,Office Supplies,Envelopes,82,4,33,Credit card
KL-2021-5617482,Corporate,Office Supplies,Envelopes,117,6,17,UPI
KL-2021-5617483,Corporate,Technology,Copiers,"1,076",4,-38,Credit card
KL-2021-5617484,Corporate,Technology,Copiers,"1,506",6,-266,Credit card
KL-2021-5617485,Home Office,Office Supplies,Art,110,5,20,Credit card
KL-2021-5617486,Home Office,Office Supplies,Paper,54,3,14,Credit card
KL-2021-5617487,Consumer,Office Supplies,Storage,62,2,9,UPI
KL-2021-5617488,Corporate,Furniture,Furnishings,242,5,14,UPI
KL-2021-5617489,Home Office,Office Supplies,Storage,85,4,-9,COD
KL-2021-5617490,Consumer,Office Supplies,Art,51,2,14,EMI
KL-2021-5617491,Consumer,Office Supplies,Art,31,3,14,EMI
KL-2021-5617492,Consumer,Office Supplies,Envelopes,240,6,12,COD
KL-2021-5617493,Consumer,Office Supplies,Supplies,163,4,26,Credit card
KL-2021-5617494,Consumer,Office Supplies,Art,40,2,17,UPI
KL-2021-5617495,Consumer,Office Supplies,Storage,132,3,-10,Credit card
KL-2021-5617496,Home Office,Office Supplies,Art,199,4,0,Credit card
KL-2021-5617497,Home Office,Office Supplies,Storage,89,5,6,Credit card
KL-2021-5617498,Consumer,Technology,Machines,135,2,36,Credit card
KL-2021-5617499,Consumer,Furniture,Furnishings,35,2,18,UPI
KL-2021-5617500,Home Office,Furniture,Chairs,"2,093",5,721,UPI
KL-2021-5617501,Consumer,Office Supplies,Envelopes,105,5,33,COD
KL-2021-5617502,Consumer,Office Supplies,Supplies,240,5,22,EMI
KL-2021-5617503,Corporate,Office Supplies,Art,28,2,-26,EMI
KL-2021-5617504,Corporate,Office Supplies,Storage,512,5,-225,COD
KL-2021-5617505,Corporate,Office Supplies,Binders,36,9,4,Credit card
KL-2021-5617506,Consumer,Furniture,Chairs,511,3,194,UPI
KL-2021-5617507,Consumer,Office Supplies,Art,185,4,48,Credit card
KL-2021-5617508,Consumer,Office Supplies,Storage,765,6,8,Credit card
KL-2021-5617509,Corporate,Furniture,Bookcases,"2,061",5,701,Credit card
KL-2021-5617510,Corporate,Office Supplies,Art,121,4,41,Credit card
KL-2021-5617511,Corporate,Office Supplies,Art,80,3,3,UPI
KL-2021-5617512,Corporate,Office Supplies,Art,189,7,87,UPI
KL-2021-5617513,Corporate,Office Supplies,Art,100,4,6,COD
KL-2021-5617514,Corporate,Office Supplies,Binders,17,1,5,EMI
KL-2021-5617515,Corporate,Office Supplies,Fasteners,22,2,8,EMI
KL-2021-5617516,Consumer,Office Supplies,Appliances,187,3,-15,COD
KL-2021-5617517,Consumer,Office Supplies,Binders,30,4,14,Credit card
KL-2021-5617518,Consumer,Office Supplies,Storage,44,1,-3,UPI
KL-2021-5617519,Corporate,Technology,Copiers,737,5,0,Credit card
KL-2021-5617520,Consumer,Office Supplies,Art,36,3,15,Credit card
KL-2021-5617521,Corporate,Office Supplies,Paper,62,5,16,Credit card
KL-2021-5617522,Consumer,Office Supplies,Storage,76,1,-50,Credit card
KL-2021-5617523,Home Office,Office Supplies,Storage,291,11,119,UPI
KL-2021-5617524,Corporate,Office Supplies,Binders,27,2,12,UPI
KL-2021-5617525,Corporate,Office Supplies,Labels,11,1,3,COD
KL-2021-5617526,Home Office,Technology,Phones,520,3,151,EMI
KL-2021-5617527,Corporate,Technology,Copiers,297,2,146,EMI
KL-2021-5617528,Home Office,Office Supplies,Storage,845,7,84,COD
KL-2021-5617529,Home Office,Office Supplies,Storage,193,3,-166,Credit card
KL-2021-5617530,Corporate,Office Supplies,Art,34,2,12,UPI
KL-2021-5617531,Consumer,Office Supplies,Storage,43,2,1,Credit card
KL-2021-5617532,Corporate,Office Supplies,Art,79,3,32,Credit card
KL-2021-5617533,Corporate,Office Supplies,Binders,77,6,30,Credit card
KL-2021-5617534,Corporate,Office Supplies,Storage,382,3,30,Credit card
KL-2021-5617535,Corporate,Technology,Accessories,115,2,26,UPI
KL-2021-5617536,Consumer,Office Supplies,Art,40,4,-14,UPI
KL-2021-5617537,Consumer,Technology,Phones,166,5,-70,COD
KL-2021-5617538,Consumer,Technology,Machines,"2,135",8,21,EMI
KL-2021-5617539,Home Office,Furniture,Bookcases,"1,157",9,-13,EMI
KL-2021-5617540,Home Office,Office Supplies,Binders,105,2,25,COD
KL-2021-5617541,Home Office,Office Supplies,Storage,360,3,32,Credit card
KL-2021-5617542,Consumer,Office Supplies,Storage,72,3,-6,UPI
KL-2021-5617543,Home Office,Technology,Phones,252,2,56,Credit card
KL-2021-5617544,Corporate,Furniture,Bookcases,168,2,-51,Credit card
KL-2021-5617545,Corporate,Furniture,Bookcases,"2,292",7,127,Credit card
KL-2021-5617546,Corporate,Office Supplies,Binders,23,7,-5,Credit card
KL-2021-5617547,Consumer,Office Supplies,Storage,116,1,-4,UPI
KL-2021-5617548,Home Office,Technology,Machines,"1,599",6,37,UPI
KL-2021-5617549,Corporate,Office Supplies,Storage,113,2,28,COD
KL-2021-5617550,Consumer,Office Supplies,Paper,97,2,11,EMI
KL-2021-5617551,Consumer,Office Supplies,Storage,381,2,144,EMI
KL-2021-5617552,Consumer,Office Supplies,Envelopes,62,5,-56,COD
KL-2021-5617553,Home Office,Office Supplies,Storage,54,3,-3,Credit card
KL-2021-5617554,Consumer,Office Supplies,Paper,71,3,19,UPI
KL-2021-5617555,Consumer,Office Supplies,Storage,46,2,8,Credit card
KL-2021-5617556,Consumer,Office Supplies,Storage,110,4,-10,Credit card
KL-2021-5617557,Consumer,Technology,Copiers,328,2,35,Credit card
KL-2021-5617558,Consumer,Furniture,Bookcases,311,2,72,Credit card
KL-2021-5617559,Consumer,Office Supplies,Art,22,1,4,UPI
KL-2021-5617560,Consumer,Office Supplies,Binders,206,4,51,UPI
KL-2021-5617561,Consumer,Office Supplies,Fasteners,57,5,24,COD
KL-2021-5617562,Consumer,Office Supplies,Art,218,4,105,EMI
KL-2021-5617563,Consumer,Office Supplies,Binders,14,2,4,EMI
KL-2021-5617564,Consumer,Office Supplies,Fasteners,33,3,7,COD
KL-2021-5617565,Consumer,Office Supplies,Labels,8,2,2,Credit card
KL-2021-5617566,Consumer,Office Supplies,Storage,260,5,78,UPI
KL-2021-5617567,Corporate,Office Supplies,Art,161,3,40,Credit card
KL-2021-5617568,Corporate,Office Supplies,Storage,"1,250",7,486,Credit card
KL-2021-5617569,Home Office,Office Supplies,Envelopes,69,3,11,Credit card
KL-2021-5617570,Consumer,Technology,Phones,347,2,135,Credit card
KL-2021-5617571,Home Office,Technology,Machines,176,4,57,UPI
KL-2021-5617572,Consumer,Furniture,Bookcases,"1,061",8,-36,UPI
KL-2021-5617573,Home Office,Office Supplies,Paper,349,8,108,COD
KL-2021-5617574,Consumer,Furniture,Furnishings,100,2,1,EMI
KL-2021-5617575,Consumer,Furniture,Furnishings,126,5,6,EMI
KL-2021-5617576,Consumer,Office Supplies,Storage,371,3,124,COD
KL-2021-5617577,Consumer,Office Supplies,Binders,90,3,17,Credit card
KL-2021-5617578,Consumer,Office Supplies,Binders,15,1,7,UPI
KL-2021-5617579,Consumer,Office Supplies,Labels,34,3,4,Credit card
KL-2021-5617580,Consumer,Office Supplies,Labels,25,3,0,Credit card
KL-2021-5617581,Consumer,Office Supplies,Storage,"1,244",7,-14,Credit card
KL-2021-5617582,Corporate,Office Supplies,Supplies,53,2,18,Credit card
KL-2021-5617583,Home Office,Office Supplies,Art,65,3,6,UPI
KL-2021-5617584,Home Office,Office Supplies,Envelopes,15,1,3,UPI
KL-2021-5617585,Consumer,Office Supplies,Supplies,89,3,36,COD
KL-2021-5617586,Consumer,Technology,Copiers,578,3,191,EMI
KL-2021-5617587,Corporate,Office Supplies,Art,54,2,27,EMI
KL-2021-5617588,Corporate,Technology,Copiers,644,2,167,COD
KL-2021-5617589,Corporate,Office Supplies,Binders,39,3,3,Credit card
KL-2021-5617590,Home Office,Office Supplies,Envelopes,26,2,0,UPI
KL-2021-5617591,Home Office,Office Supplies,Storage,24,2,-24,Credit card
KL-2021-5617592,Corporate,Office Supplies,Storage,"1,603",9,0,Credit card
KL-2021-5617593,Corporate,Furniture,Chairs,156,3,21,Credit card
KL-2021-5617594,Corporate,Office Supplies,Storage,537,3,107,Credit card
KL-2021-5617595,Consumer,Office Supplies,Paper,21,1,10,UPI
KL-2021-5617596,Home Office,Technology,Copiers,"1,076",4,-38,UPI
KL-2021-5617597,Corporate,Furniture,Bookcases,"1,579",4,614,COD
KL-2021-5617598,Corporate,Office Supplies,Storage,160,2,-59,EMI
KL-2021-5617599,Corporate,Technology,Accessories,59,1,6,EMI
KL-2021-5617600,Consumer,Office Supplies,Paper,170,5,19,COD
KL-2021-5617601,Corporate,Office Supplies,Envelopes,119,7,43,Credit card
KL-2021-5617602,Corporate,Office Supplies,Paper,114,4,11,UPI
KL-2021-5617603,Corporate,Office Supplies,Storage,465,9,207,Credit card
KL-2021-5617604,Corporate,Furniture,Bookcases,200,4,-60,Credit card
KL-2021-5617605,Corporate,Furniture,Furnishings,652,6,13,Credit card
KL-2021-5617606,Corporate,Furniture,Furnishings,114,6,41,Credit card
KL-2021-5617607,Corporate,Office Supplies,Art,44,3,-8,UPI
KL-2021-5617608,Corporate,Office Supplies,Fasteners,7,1,0,UPI
KL-2021-5617609,Corporate,Office Supplies,Labels,11,2,-4,COD
KL-2021-5617610,Corporate,Office Supplies,Paper,16,2,-10,EMI
KL-2021-5617611,Corporate,Office Supplies,Paper,79,3,16,EMI
KL-2021-5617612,Corporate,Office Supplies,Storage,498,4,-116,COD
KL-2021-5617613,Consumer,Office Supplies,Storage,484,9,58,Credit card
KL-2021-5617614,Consumer,Technology,Accessories,598,7,101,UPI
KL-2021-5617615,Corporate,Furniture,Bookcases,996,5,120,Credit card
KL-2021-5617616,Corporate,Technology,Copiers,777,4,171,Credit card
KL-2021-5617617,Consumer,Office Supplies,Supplies,107,3,37,Credit card
KL-2021-5617618,Corporate,Office Supplies,Fasteners,105,8,26,Credit card
KL-2021-5617619,Home Office,Technology,Machines,302,1,9,UPI
KL-2021-5617620,Home Office,Technology,Accessories,211,3,19,UPI
KL-2021-5617621,Corporate,Furniture,Bookcases,245,2,10,COD
KL-2021-5617622,Corporate,Furniture,Bookcases,362,1,127,EMI
KL-2021-5617623,Corporate,Office Supplies,Storage,60,3,3,EMI
KL-2021-5617624,Corporate,Office Supplies,Binders,12,2,0,COD
KL-2021-5617625,Corporate,Office Supplies,Storage,353,8,90,Credit card
KL-2021-5617626,Corporate,Technology,Copiers,193,1,46,UPI
KL-2021-5617627,Corporate,Technology,Machines,233,5,-10,Credit card
KL-2021-5617628,Corporate,Technology,Machines,228,3,63,Credit card
KL-2021-5617629,Corporate,Technology,Phones,333,3,-15,Credit card
KL-2021-5617630,Consumer,Furniture,Chairs,158,4,-63,Credit card
KL-2021-5617631,Corporate,Furniture,Furnishings,76,8,-92,UPI
KL-2021-5617632,Consumer,Office Supplies,Binders,11,2,-5,UPI
KL-2021-5617633,Corporate,Technology,Phones,273,4,-87,COD
KL-2021-5617634,Corporate,Furniture,Furnishings,95,4,11,EMI
KL-2021-5617635,Corporate,Office Supplies,Storage,128,3,4,EMI
KL-2021-5617636,Consumer,Office Supplies,Fasteners,117,7,57,COD
KL-2021-5617637,Consumer,Furniture,Chairs,316,7,104,Credit card
KL-2021-5617638,Corporate,Furniture,Bookcases,171,2,-140,UPI
KL-2021-5617639,Consumer,Office Supplies,Supplies,113,3,54,Credit card
KL-2021-5617640,Corporate,Office Supplies,Fasteners,34,5,-12,Credit card
KL-2021-5617641,Consumer,Technology,Accessories,82,1,7,Credit card
KL-2021-5617642,Consumer,Furniture,Chairs,269,5,33,Credit card
KL-2021-5617643,Consumer,Office Supplies,Labels,24,2,8,UPI
KL-2021-5617644,Home Office,Office Supplies,Binders,30,2,4,UPI
KL-2021-5617645,Corporate,Technology,Accessories,115,1,25,COD
KL-2021-5617646,Corporate,Technology,Copiers,668,3,-31,EMI
KL-2021-5617647,Consumer,Furniture,Bookcases,"1,117",10,447,EMI
KL-2021-5617648,Consumer,Furniture,Furnishings,29,3,0,COD
KL-2021-5617649,Consumer,Office Supplies,Art,66,3,22,Credit card
KL-2021-5617650,Consumer,Office Supplies,Art,127,5,42,UPI
KL-2021-5617651,Consumer,Technology,Copiers,203,2,84,Credit card
KL-2021-5617652,Consumer,Office Supplies,Appliances,559,2,-19,Credit card
KL-2021-5617653,Consumer,Office Supplies,Storage,148,3,0,Credit card
KL-2021-5617654,Consumer,Technology,Accessories,976,4,293,Credit card
KL-2021-5617655,Consumer,Technology,Machines,144,4,-7,UPI
KL-2021-5617656,Consumer,Office Supplies,Labels,22,2,11,UPI
KL-2021-5617657,Consumer,Technology,Copiers,"1,543",8,370,COD
KL-2021-5617658,Consumer,Office Supplies,Storage,374,2,141,EMI
KL-2021-5617659,Consumer,Technology,Accessories,"2,305",9,922,EMI
KL-2021-5617660,Corporate,Office Supplies,Labels,29,3,1,COD
KL-2021-5617661,Corporate,Office Supplies,Storage,230,2,20,Credit card
KL-2021-5617662,Consumer,Office Supplies,Art,53,2,15,UPI
KL-2021-5617663,Corporate,Office Supplies,Storage,37,3,-53,Credit card
KL-2021-5617664,Consumer,Office Supplies,Paper,63,4,1,Credit card
KL-2021-5617665,Consumer,Office Supplies,Supplies,130,3,61,Credit card
KL-2021-5617666,Corporate,Office Supplies,Art,78,7,-64,Credit card
KL-2021-5617667,Corporate,Office Supplies,Storage,632,6,-316,UPI
KL-2021-5617668,Consumer,Furniture,Bookcases,450,4,190,UPI
KL-2021-5617669,Consumer,Office Supplies,Binders,62,7,11,COD
KL-2021-5617670,Consumer,Office Supplies,Labels,17,2,8,EMI
KL-2021-5617671,Corporate,Furniture,Furnishings,25,1,10,EMI
KL-2021-5617672,Corporate,Office Supplies,Fasteners,78,6,3,COD
KL-2021-5617673,Corporate,Office Supplies,Paper,47,2,21,Credit card
KL-2021-5617674,Corporate,Technology,Accessories,122,3,15,UPI
KL-2021-5617675,Corporate,Technology,Copiers,473,4,194,Credit card
KL-2021-5617676,Consumer,Furniture,Chairs,476,3,0,Credit card
KL-2021-5617677,Consumer,Office Supplies,Binders,257,5,23,Credit card
KL-2021-5617678,Home Office,Office Supplies,Art,44,2,8,Credit card
KL-2021-5617679,Consumer,Furniture,Bookcases,"1,232",3,530,UPI
KL-2021-5617680,Consumer,Furniture,Furnishings,990,9,436,UPI
KL-2021-5617681,Consumer,Technology,Machines,46,2,0,COD
KL-2021-5617682,Corporate,Furniture,Furnishings,94,2,34,EMI
KL-2021-5617683,Corporate,Office Supplies,Paper,120,5,6,EMI
KL-2021-5617684,Corporate,Office Supplies,Binders,40,5,-33,COD
KL-2021-5617685,Consumer,Furniture,Chairs,148,2,54,Credit card
KL-2021-5617686,Corporate,Office Supplies,Art,571,12,108,UPI
KL-2021-5617687,Corporate,Office Supplies,Binders,398,8,111,Credit card
KL-2021-5617688,Corporate,Office Supplies,Supplies,79,2,39,Credit card
KL-2021-5617689,Consumer,Office Supplies,Art,27,1,-15,Credit card
KL-2021-5617690,Consumer,Office Supplies,Storage,143,5,-124,Credit card
KL-2021-5617691,Consumer,Office Supplies,Storage,44,5,-17,UPI
KL-2021-5617692,Consumer,Office Supplies,Supplies,45,4,-2,UPI
KL-2021-5617693,Home Office,Furniture,Furnishings,71,3,23,COD
KL-2021-5617694,Consumer,Office Supplies,Storage,89,2,14,EMI
KL-2021-5617695,Home Office,Office Supplies,Binders,16,4,2,EMI
KL-2021-5617696,Consumer,Furniture,Chairs,374,3,42,COD
KL-2021-5617697,Consumer,Office Supplies,Art,40,2,10,Credit card
KL-2021-5617698,Consumer,Office Supplies,Storage,355,2,-4,UPI
KL-2021-5617699,Consumer,Office Supplies,Storage,54,2,1,Credit card
KL-2021-5617700,Consumer,Office Supplies,Art,155,3,26,Credit card
KL-2021-5617701,Home Office,Office Supplies,Storage,37,1,-6,Credit card
KL-2021-5617702,Home Office,Technology,Accessories,28,1,1,Credit card
KL-2021-5617703,Consumer,Office Supplies,Paper,82,5,-39,UPI
KL-2021-5617704,Home Office,Office Supplies,Paper,53,3,11,UPI
KL-2021-5617705,Consumer,Technology,Phones,72,1,-49,COD
KL-2021-5617706,Consumer,Office Supplies,Art,106,4,2,EMI
KL-2021-5617707,Consumer,Technology,Copiers,133,1,-42,EMI
KL-2021-5617708,Corporate,Office Supplies,Art,103,7,21,COD
KL-2021-5617709,Consumer,Office Supplies,Art,341,7,160,Credit card
KL-2021-5617710,Consumer,Office Supplies,Storage,560,3,44,UPI
KL-2021-5617711,Consumer,Office Supplies,Supplies,57,2,27,Credit card
KL-2021-5617712,Home Office,Office Supplies,Storage,987,5,89,Credit card
KL-2021-5617713,Consumer,Office Supplies,Art,28,1,1,Credit card
KL-2021-5617714,Consumer,Office Supplies,Fasteners,71,5,16,Credit card
KL-2021-5617715,Consumer,Office Supplies,Fasteners,75,5,2,UPI
KL-2021-5617716,Consumer,Office Supplies,Binders,89,7,38,UPI
KL-2021-5617717,Consumer,Office Supplies,Binders,42,4,14,COD
KL-2021-5617718,Consumer,Office Supplies,Envelopes,188,4,41,EMI
KL-2021-5617719,Consumer,Office Supplies,Storage,595,5,89,EMI
KL-2021-5617720,Consumer,Office Supplies,Storage,38,1,-6,COD
KL-2021-5617721,Consumer,Office Supplies,Appliances,232,3,85,Credit card
KL-2021-5617722,Consumer,Office Supplies,Storage,174,4,-19,UPI
KL-2021-5617723,Home Office,Office Supplies,Supplies,15,1,1,Credit card
KL-2021-5617724,Consumer,Office Supplies,Binders,10,3,0,Credit card
KL-2021-5617725,Consumer,Office Supplies,Binders,28,3,7,Credit card
KL-2021-5617726,Consumer,Office Supplies,Fasteners,39,3,17,Credit card
KL-2021-5617727,Consumer,Office Supplies,Storage,322,3,-4,UPI
KL-2021-5617728,Consumer,Technology,Copiers,150,1,3,UPI
KL-2021-5617729,Corporate,Technology,Machines,846,3,56,COD
KL-2021-5617730,Corporate,Office Supplies,Fasteners,26,2,9,EMI
KL-2021-5617731,Corporate,Office Supplies,Binders,159,3,73,EMI
KL-2021-5617732,Corporate,Office Supplies,Supplies,187,4,80,COD
KL-2021-5617733,Corporate,Technology,Copiers,191,1,90,Credit card
KL-2021-5617734,Consumer,Technology,Copiers,"2,519",7,1033,UPI
KL-2021-5617735,Corporate,Technology,Copiers,321,3,26,Credit card
KL-2021-5617736,Consumer,Furniture,Chairs,133,2,-56,Credit card
KL-2021-5617737,Consumer,Furniture,Bookcases,595,4,119,Credit card
KL-2021-5617738,Consumer,Office Supplies,Art,40,3,-37,Credit card
KL-2021-5617739,Consumer,Office Supplies,Labels,7,2,0,UPI
KL-2021-5617740,Consumer,Office Supplies,Binders,151,5,29,UPI
KL-2021-5617741,Consumer,Office Supplies,Binders,58,2,17,COD
KL-2021-5617742,Home Office,Office Supplies,Binders,24,4,2,EMI
KL-2021-5617743,Consumer,Office Supplies,Art,51,3,17,EMI
KL-2021-5617744,Consumer,Office Supplies,Binders,88,7,11,COD
KL-2021-5617745,Consumer,Office Supplies,Labels,79,9,24,Credit card
KL-2021-5617746,Consumer,Technology,Accessories,71,2,28,UPI
KL-2021-5617747,Corporate,Office Supplies,Envelopes,69,4,-67,Credit card
KL-2021-5617748,Corporate,Office Supplies,Paper,59,7,-46,Credit card
KL-2021-5617749,Corporate,Office Supplies,Labels,9,1,3,Credit card
KL-2021-5617750,Consumer,Office Supplies,Supplies,177,8,11,Credit card
KL-2021-5617751,Consumer,Office Supplies,Supplies,97,3,31,UPI
KL-2021-5617752,Home Office,Office Supplies,Storage,110,4,-68,UPI
KL-2021-5617753,Consumer,Office Supplies,Fasteners,19,1,4,COD
KL-2021-5617754,Consumer,Technology,Accessories,130,3,13,EMI
